comment,polarity
রিসোর্ট টা খুব সুন্দর  কেঊকি এই রিসোর্ট এর নাম টা জানেন??? জানলে দয়া করে বোলবেন... ,Positive
এই নাটক টি প্রত্যেক মানুষের একবার হলে ও দেখা উচিৎ  অসাধারন একটা নাটক,Positive
খুবই সুন্দর নাটকটা মনটা ভোরে গিয়েছে ভালোবাসি এরকম নিশু ভাইয়ের নাটক ,Positive
অনেক সুন্দর  নাটক...,Positive
অসাধারণ নাটকটা মিজানুর রহমান আরিয়ান ভাই আমি আপনার অনেক বড় ফ্যান সামনে যাতে আরও একটা ভালো নাটক আশা করতেছে আপনার থেকে,Positive
নাটকের শেষ অংশটা অনেক ভালো লাগলো  নামাজের উপদেশ দেয়ার জন্য ,Positive
দারুণ একটা মেসেজ দিয়েছেন নামাজের জন্য.... খুব ভালো লাগলো,Positive
অন্য রকম একটা নাটক খুবই ভালো লাগলো,Positive
তানজিন তিশা কাইল্লা ভুত/পেত্নী আবর্জনা বালডারে এমন লাগে কেন ,Negative
ওনেক সুন্দর হইচে নাটকের গান গুলো ও খুব ভালো লাগচে ,Positive
রাবিশ যত্তসব ভাষা আর অঙ্গভঙ্গি  এভাবেতো বাংলা নাটকের বলৎকার করে দিচ্ছে এরা ,Negative
নাটকটিতে ভালো তবে আরো একটু ভালো হতো যদি মিথীলার বাবার অভিনয় যিনি করেছে তার মুখোমুখি যদি অপুর্বর পাইলোট হবার বিষয়টি থাকতো তাহলে আরো চরোম হতো,Positive
আরে কি বলবো পুরাটা নাটক হাসি আর শেষের কথা গুলু খুব গুরুত্বপুর্ণ আর ভালো লাগলো,Positive
অসাধারণ নাটক   ,Positive
আমার দেখা সবচেয়ে কম খরচের নাটক হয়ত এটি কিন্তু কোথাও মনে হয়নি আরো কিছু হলো  ভালো হতো ভালবাসা টা ঠিকই বুঝা গিয়েছে ,Positive
এই ধরনের চরিত্রের মাধ্যমে আমাদের আগামীকে কি বার্তা দেওয়া হচ্ছে  মেয়েলি স্বভাবে ছেলে আর ছেলেমি স্বভাবের মেয়ে! এই জাতীয় কিছু?,Negative
